Review_ID,Game_Name,Ratings,Users,Game_Category,Game_Genre,Date_of_Remarks,Remarks
617,The Superhero League,4.4,"81,439",Top Free,Puzzle,"December 27, 2021",This is a fun game but I hate that you have to work hard for the other characters. WoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooW it's fun alright.
618,The Superhero League,4.4,"81,439",Top Free,Puzzle,"January 4, 2022",I realy love this game and one that i love is that when you hit the x it dont make you watch a ad the other apps when no thanks it still takes you to watch an ad but the app doesent 😄😄
619,The Superhero League,4.4,"81,439",Top Free,Puzzle,"November 7, 2021","Fun game. It's simple but satisfying. Try it out, you'll like it. **Add a private dns server on your phone like adguard for no ads."
620,The Superhero League,4.4,"81,439",Top Free,Puzzle,"December 8, 2021",Very fun but only 2 sections are unlocked and no videos will load to unlock them. Lots of fun for the little bit that was there.
621,The Superhero League,4.4,"81,439",Top Free,Puzzle,"December 28, 2021",The game is pretty cool the only problem I have currently is after doing a mission it sends me to a ad right away
622,The Superhero League,4.4,"81,439",Top Free,Puzzle,"December 10, 2021",The game is mostly a time killer and the ads aren't a problem if you just turn on airplane mode and then open the app
623,The Superhero League,4.4,"81,439",Top Free,Puzzle,"November 18, 2021","Very fun, easy but if you could have the option to do challenges that would make it more interesting. But, still a fun game!"
624,The Superhero League,4.4,"81,439",Top Free,Puzzle,"January 1, 2022",Good game because of less ads and stuff but they make it in settings so you can turn of the blood
625,The Superhero League,4.4,"81,439",Top Free,Puzzle,"January 2, 2022","I love this game. It really helps to calm down and doesn't have a lot of ads. If you see this game, download it!"
626,The Superhero League,4.4,"81,439",Top Free,Puzzle,"November 7, 2021","Awsome game. not laggy at all. I reccomend downloading it, but I have one sugggestion you could like choose a superhero or costume and powers. Other than that amazing game!"
627,The Superhero League,4.4,"81,439",Top Free,Puzzle,"November 7, 2021",This game is so much fun. Nice little time killer and the ads aren't so bad it's unplayable. Love it so far.
628,The Superhero League,4.4,"81,439",Top Free,Puzzle,"November 27, 2021",the ads to get characters don't play sometimes and I don't get the character but other than that I really like this game!
629,The Superhero League,4.4,"81,439",Top Free,Puzzle,"December 19, 2021",This game is awesome it's so good to use and this is a question out of curiosity maybe you can add a super hero with speed?
630,The Superhero League,4.4,"81,439",Top Free,Puzzle,"December 19, 2021","The concept is fun. Don't bother paying for ""ad free"" version. They still spam you with ads after every other freaking level 😡"
631,The Superhero League,4.4,"81,439",Top Free,Puzzle,"December 7, 2021","Fun, theres a lot of fun and challenging levels and a lot of superheroes. I recommend downloading it if you like puzzel games or superheroes"
632,The Superhero League,4.4,"81,439",Top Free,Puzzle,"January 1, 2022",its auctually really fun you shoud get it but there is one little thing that bothers me its because its hard to play with a computer.
633,The Superhero League,4.4,"81,439",Top Free,Puzzle,"December 28, 2021",its a great game but there is a lot of ads but not like 20 after on game i mean like 2 or 3 after a game
634,The Superhero League,4.4,"81,439",Top Free,Puzzle,"December 21, 2021",I love this game you get to play as diffrent superheros but if you can fix the ads that wpuld be helpful
635,The Superhero League,4.4,"81,439",Top Free,Puzzle,"December 12, 2021",This game is so fun the problem with it is just there's so many ads
636,The Superhero League,4.4,"81,439",Top Free,Puzzle,"November 24, 2021","Super fun experience, probably one of the coolest games I've played. I definitely recommend this game if your looking for a fun way to pass the time."
637,The Superhero League,4.4,"81,439",Top Free,Puzzle,"November 28, 2021",Super fun and hilarious. I love that you have so many options for superheroes and can kill in so many ways😝😛😜
638,The Superhero League,4.4,"81,439",Top Free,Puzzle,"January 1, 2022",It's a good game but its bloody but other than that it's really good and recommend it to a little older ages because of the blood
639,The Superhero League,4.4,"81,439",Top Free,Puzzle,"December 31, 2021",every time I go on ads it messes up the screen but overall good game
640,The Superhero League,4.4,"81,439",Top Free,Puzzle,"December 13, 2021","Entertaining as mind candy. I won't be playing this with my kids, though."
641,The Superhero League,4.4,"81,439",Top Free,Puzzle,"December 29, 2021","This game is awesome, you can go at your own pace and choose what characters you want!!"
642,Blockudoku®: block puzzle game,4.4,"619,010",Top Free,Puzzle,"January 1, 2022","To much advertising, bottom of the game when you play. Every 30 to 60 seconds a new pop-up advertisement video that has nothing to do with anything your interested in playes. You spend more time on advertising than playing the game... delete"
643,Blockudoku®: block puzzle game,4.4,"619,010",Top Free,Puzzle,"January 2, 2022","So many ads. Even interrupts your game to show ads. Fun game, but not so fun ad simulator. An ad between every puzzle is too much, especially when they're 30 seconds each. Having an ad every few puzzles would be much more acceptable"
644,Blockudoku®: block puzzle game,4.4,"619,010",Top Free,Puzzle,"January 2, 2022","Was a good and fun game. I can understand an ad after each completed (or failed) match, but putting ads in the middle of a game... well, that's when I uninstall..."
645,Blockudoku®: block puzzle game,4.4,"619,010",Top Free,Puzzle,"December 30, 2021","Wrote a bad review but I retract it. They've updated it and now it only seems like you get an ad after you lose. Props for that atleast. Fun little game, good time killer, play it all the time at work"
646,Blockudoku®: block puzzle game,4.4,"619,010",Top Free,Puzzle,"December 28, 2021",This game is rigged to lose. The algorithm simply makes success impossible. Not that it's too hard. It is impossible to go on without a viable option. It screws you and you have to start over.
647,Blockudoku®: block puzzle game,4.4,"619,010",Top Free,Puzzle,"January 3, 2022",Help me! I'm addicted. Some of these reviews complain about too many ads. There's some but not nearly like many other games. Quite reasonable considering we're playing this game for free.
648,Blockudoku®: block puzzle game,4.4,"619,010",Top Free,Puzzle,"January 1, 2022","While this game is entertaining, the puzzles they show in the ad are not at all what you get in the game. There's no puzzles where you fit shapes in to make an interesting shape. It's alwayd a square where you fit Tetris pieces into it. It's rather boring and it doesn't change much"
649,Blockudoku®: block puzzle game,4.4,"619,010",Top Free,Puzzle,"January 1, 2022","Ads after each game are fine, but adding ads in-between every other move is just greedy. It derails my next move and it's not enjoyable."
650,Blockudoku®: block puzzle game,4.4,"619,010",Top Free,Puzzle,"December 31, 2021","Fun! Addictive. Forces you to get better. Yeah...WAY too many ads. Loud, obtrusive. So then I stop."
651,Blockudoku®: block puzzle game,4.4,"619,010",Top Free,Puzzle,"December 29, 2021",I like the game but the ads are constant and while I can live with that more than half of these ads just freeze and then I can't close the ad so I have to close the whole game.
652,Blockudoku®: block puzzle game,4.4,"619,010",Top Free,Puzzle,"January 6, 2022","This game sucks. Ads make it look like you get different layouts, but it's just a square. Useless."
653,Blockudoku®: block puzzle game,4.4,"619,010",Top Free,Puzzle,"December 29, 2021",It's a fun game but way too many ads that can't be overridden. I understand ads are necessary but I want to eliminate the ones I'm not interested in.
654,Blockudoku®: block puzzle game,4.4,"619,010",Top Free,Puzzle,"January 4, 2022",Blockufoku not as advertised but a ton of fun worth a 5 but 4 for what I think is bate and switch I could be wrong but only on the grammer and spelling it's a bate and switch if I ever saw one. Jan 3rd. developer replied it was explained and I appreciated the response
655,Blockudoku®: block puzzle game,4.4,"619,010",Top Free,Puzzle,"January 2, 2022",The game is ok and a good way to kill time but the ratio of time spent playing to watching ads is intolerable.
656,Blockudoku®: block puzzle game,4.4,"619,010",Top Free,Puzzle,"December 29, 2021","Very fun. Though sometimes it's frustrating when the daily puzzles are extra hard. I wish there were more of the difficulty level games to play when there's no events, I like those more than the blank boards."
657,Blockudoku®: block puzzle game,4.4,"619,010",Top Free,Puzzle,"January 3, 2022","Not quite like the ad that I had to watch 400 times while playing a different game, but it's okay..."
658,Blockudoku®: block puzzle game,4.4,"619,010",Top Free,Puzzle,"December 25, 2021",Loved the game but there was an update last night and now the option to play levels is missing. I only played that so now I don't want to play anymore. Bring back the levels option!
